post_id,text,post_text,time,image,video,comments,shares,reaction_count,week_day,hour,thích,yêu thích,haha,wow,thương thương,buồn,phẫn nộ,length_text,emoji_count
934246374726343,"""Trẻ con có biết gì đâu?"" 🤷‍♂️","""Trẻ con có biết gì đâu?"" 🤷‍♂️",2023-11-11 04:11:00,1,0,468,225,10580,Saturday,4,6604.0,89.0,79.0,9.0,29.0,3680.0,90.0,30,1
933029234848057,Nghề nào cũng có thị phi?,Nghề nào cũng có thị phi?,2023-11-08 12:22:52,1,0,6762,1121,62888,Wednesday,12,31124.0,522.0,22473.0,146.0,246.0,8317.0,60.0,25,0
931035358380778,"Thú thật với bạn, âm nhạc hay làm trái tim nhớ về nỗi đau cũ nhưng cũng có thể chữa lành chính nỗi đau ấy.","Thú thật với bạn, âm nhạc hay làm trái tim nhớ về nỗi đau cũ nhưng cũng có thể chữa lành chính nỗi đau ấy.",2023-11-05 13:30:00,1,0,101,296,4955,Sunday,13,3071.0,1754.0,19.0,3.0,76.0,32.0,0.0,106,0
931031055047875,Phải làm gì để có thể hài lòng tất cả mọi người?,Phải làm gì để có thể hài lòng tất cả mọi người?,2023-11-04 13:30:00,1,0,167,103,8734,Saturday,13,5360.0,1046.0,2197.0,10.0,59.0,61.0,1.0,48,0
928529168631397,Liệu kẻ đeo cánh thiên thần có phải là người tốt?,Liệu kẻ đeo cánh thiên thần có phải là người tốt?,2023-10-31 12:34:44,1,0,856,897,80310,Tuesday,12,57733.0,11246.0,2543.0,139.0,340.0,8292.0,17.0,49,0
927398472077800,Mạng xã hội đang dần biến con người thành một cỗ máy vô cảm khi nhiều người tự nhốt bản thân vào đó mà mất dần khả năng kết nối với thế giới thực.,Mạng xã hội đang dần biến con người thành một cỗ máy vô cảm khi nhiều người tự nhốt bản thân vào đó mà mất dần khả năng kết nối với thế giới thực.,2023-10-29 13:21:04,1,0,173,217,4049,Sunday,13,3154.0,739.0,12.0,6.0,30.0,107.0,1.0,146,0
926769352140712,Cuộc sống giống như việc bơi lội. Kẻ nào không bơi ắt sẽ chìm.,Cuộc sống giống như việc bơi lội. Kẻ nào không bơi ắt sẽ chìm.,2023-10-28 12:30:39,1,0,213,274,7295,Saturday,12,5662.0,1463.0,49.0,3.0,41.0,77.0,0.0,62,0
925637395587241,Bạn nghĩ sao về điều này?,Bạn nghĩ sao về điều này?,2023-10-26 10:15:21,1,0,1447,157,12468,Thursday,10,7576.0,105.0,3576.0,17.0,19.0,1167.0,8.0,25,0
922504355900545,"Tính nữ là điều mà bất cứ ai cũng sẽ có trong mình, dù ít hay nhiều.","Tính nữ là điều mà bất cứ ai cũng sẽ có trong mình, dù ít hay nhiều.",2023-10-21 13:20:22,1,0,2443,1182,75760,Saturday,13,45691.0,27385.0,904.0,48.0,1148.0,539.0,45.0,68,0
921372766013704,"Mọi người sẽ cảm thấy như thế nào, nếu sớm mai thức dậy, chợt phát hiện chú chó cưng của mình đã bị trộm bắt mất?

Tôi không biết đã có bao nhiêu người phải trải qua cảm giác giống như mình, hằng ngày đều mangXem thêm gương mặt bần thần đứng ngoài cổng, nhìn về phía đầu đường để chờ cái dáng hình quen thuộc vẫn luôn vẫy đuôi quấn quýt mỗi khi đi làm về, và rồi thất vọng khi nhận ra rằng sẽ chẳng có thứ gì trở về nữa.

Tất cả chúng ta đều được dạy bảo với ý niệm “Hãy yêu thương động vật và tôn trọng muôn loài”. Và cũng như một lẽ dĩ nhiên, khi ta yêu thương và xem chúng là bạn, là thành viên trong gia đình, ta sẽ tìm mọi cách để bảo vệ.

Tôi biết chúng ta không thể phán xét những ai ă.n t.hịt c.hó, nhưng chừng nào chúng ta còn hành động bằng tất cả tình yêu thương và lòng trắc ẩn thì chừng đó chúng ta còn biết rằng mình đang hướng đến những gì tốt đẹp nhất còn sót lại trên thế giới này.","Mọi người sẽ cảm thấy như thế nào, nếu sớm mai thức dậy, chợt phát hiện chú chó cưng của mình đã bị trộm bắt mất?

Tôi không biết đã có bao nhiêu người phải trải qua cảm giác giống như mình, hằng ngày đều mangXem thêm gương mặt bần thần đứng ngoài cổng, nhìn về phía đầu đường để chờ cái dáng hình quen thuộc vẫn luôn vẫy đuôi quấn quýt mỗi khi đi làm về, và rồi thất vọng khi nhận ra rằng sẽ chẳng có thứ gì trở về nữa.

Tất cả chúng ta đều được dạy bảo với ý niệm “Hãy yêu thương động vật và tôn trọng muôn loài”. Và cũng như một lẽ dĩ nhiên, khi ta yêu thương và xem chúng là bạn, là thành viên trong gia đình, ta sẽ tìm mọi cách để bảo vệ.

Tôi biết chúng ta không thể phán xét những ai ă.n t.hịt c.hó, nhưng chừng nào chúng ta còn hành động bằng tất cả tình yêu thương và lòng trắc ẩn thì chừng đó chúng ta còn biết rằng mình đang hướng đến những gì tốt đẹp nhất còn sót lại trên thế giới này.",2023-10-19 13:00:01,1,0,330,375,9799,Thursday,13,5668.0,2383.0,38.0,3.0,124.0,1580.0,3.0,898,0
919536056197375,Ước gì có cái công tắc để bật tắt mọi suy nghĩ thì tốt quá.,Ước gì có cái công tắc để bật tắt mọi suy nghĩ thì tốt quá.,2023-10-16 12:00:48,1,0,296,603,7312,Monday,12,5064.0,1522.0,79.0,6.0,65.0,576.0,0.0,59,0
918704006280580,"Một ngày nào đó, bạn sẽ chẳng thèm nhớ đến cái nỗi đau chế.t tiệt mà bạn từng cho rằng nó sẽ kéo dài mãi mãi - Taylor Swift","Một ngày nào đó, bạn sẽ chẳng thèm nhớ đến cái nỗi đau chế.t tiệt mà bạn từng cho rằng nó sẽ kéo dài mãi mãi - Taylor Swift",2023-10-15 04:00:03,1,0,1114,2036,23298,Sunday,4,14671.0,7601.0,483.0,15.0,330.0,198.0,0.0,123,0
918114719672842,"Mọi thứ trong cuộc sống đến và đi. Nhưng khi một thứ gì đó lưu giữ lại trong trái tim chúng ta, nó sẽ trở nên vĩnh cửu.","Mọi thứ trong cuộc sống đến và đi. Nhưng khi một thứ gì đó lưu giữ lại trong trái tim chúng ta, nó sẽ trở nên vĩnh cửu.",2023-10-14 05:46:01,1,0,135,267,3811,Saturday,5,2517.0,860.0,11.0,7.0,54.0,362.0,0.0,119,0
913395826811398,"Trước một cơn bão, có lúc ta cố gắng chống lại nó. Nhưng có lúc ta cần chịu đựng và đợi nó qua đi.","Trước một cơn bão, có lúc ta cố gắng chống lại nó. Nhưng có lúc ta cần chịu đựng và đợi nó qua đi.",2023-10-06 13:01:06,1,0,117,349,3815,Friday,13,2696.0,841.0,5.0,8.0,53.0,212.0,0.0,98,0
911827056968275,"Cái nhìn của bạn về thế giới thường phản ánh nội tâm của bạn nhiều hơn là phản ánh thế giới. “Vứt bỏ những ngộ nhận, rồi bạn sẽ ổn thôi”.","Cái nhìn của bạn về thế giới thường phản ánh nội tâm của bạn nhiều hơn là phản ánh thế giới. “Vứt bỏ những ngộ nhận, rồi bạn sẽ ổn thôi”.",2023-10-03 11:18:12,1,0,77,421,4336,Tuesday,11,3097.0,1113.0,7.0,4.0,59.0,55.0,1.0,137,0
911654430318871,"“Tất cả chúng ta đều yêu bản thân mình hơn người khác. Nhưng lại quan tâm đến ý kiến của người khác hơn ý kiến của bản thân mình.”

Marcus Aurelius","“Tất cả chúng ta đều yêu bản thân mình hơn người khác. Nhưng lại quan tâm đến ý kiến của người khác hơn ý kiến của bản thân mình.”

Marcus Aurelius",2023-10-03 02:10:42,0,0,29,217,2197,Tuesday,2,1614.0,513.0,5.0,4.0,18.0,43.0,0.0,147,0
910198907131090,"“Khi chúng ta trưởng thành, những cảm xúc dần chết đi.”","“Khi chúng ta trưởng thành, những cảm xúc dần chết đi.”",2023-09-30 10:50:33,1,0,113,369,6630,Saturday,10,4612.0,1148.0,15.0,9.0,64.0,781.0,1.0,55,0
908558683961779,"Trung thu, tất cả mọi đứa trẻ đều xứng đáng được có quà.","Trung thu, tất cả mọi đứa trẻ đều xứng đáng được có quà.",2023-09-28 01:26:07,1,0,229,731,12211,Thursday,1,5212.0,6622.0,14.0,6.0,340.0,17.0,0.0,56,0
907426317408349,Tôi tự chê thì được chứ còn người khác chê thì...,Tôi tự chê thì được chứ còn người khác chê thì...,2023-09-26 11:58:24,1,0,209,52,3723,Tuesday,11,2271.0,33.0,992.0,12.0,8.0,400.0,7.0,49,0
905494094268238,Sự kết nối giữa người với người là một điều quý giá. Thậm chí là quý giá nhất. Hy vọng bạn sẽ không bao giờ quên điều ấy.,Sự kết nối giữa người với người là một điều quý giá. Thậm chí là quý giá nhất. Hy vọng bạn sẽ không bao giờ quên điều ấy.,2023-09-23 12:06:46,1,0,70,238,3656,Saturday,12,2425.0,1158.0,5.0,5.0,50.0,13.0,0.0,121,0
904408921043422,"Đừng e sợ nỗi đau. Nếu bạn đang cảm thấy đau khổ, thì đó là dấu hiệu cho thấy bạn đang biến đổi, đang trưởng thành và có thể trở nên tốt hơn.","Đừng e sợ nỗi đau. Nếu bạn đang cảm thấy đau khổ, thì đó là dấu hiệu cho thấy bạn đang biến đổi, đang trưởng thành và có thể trở nên tốt hơn.",2023-09-21 11:52:49,1,0,133,517,6280,Thursday,11,4070.0,2045.0,13.0,5.0,103.0,44.0,0.0,141,0
903939854423662,"Yêu thương thì đi kèm chấp nhận. Nhưng thiết nghĩ nó cần đến một cách tự nhiên dựa trên việc thấu hiểu lẫn nhau, chứ không phải một “nghĩa vụ” mà ta buộc đối phương phải “chấp hành”.","Yêu thương thì đi kèm chấp nhận. Nhưng thiết nghĩ nó cần đến một cách tự nhiên dựa trên việc thấu hiểu lẫn nhau, chứ không phải một “nghĩa vụ” mà ta buộc đối phương phải “chấp hành”.",2023-09-20 13:02:12,1,0,340,614,8726,Wednesday,13,6350.0,1999.0,165.0,14.0,59.0,138.0,1.0,182,0
902990607851920,"“Vì anh không thể đánh mất quá khứ hay tương lai, làm sao anh có thể mất cái mà anh không có?”

Marcus Aurelius","“Vì anh không thể đánh mất quá khứ hay tương lai, làm sao anh có thể mất cái mà anh không có?”

Marcus Aurelius",2023-09-19 03:51:51,0,0,15,115,2078,Tuesday,3,1628.0,198.0,12.0,5.0,9.0,226.0,0.0,111,0
902544574563190,Có những tổn thương chỉ lộ ra khi người ta nhận được tình yêu thương.,Có những tổn thương chỉ lộ ra khi người ta nhận được tình yêu thương.,2023-09-18 12:10:38,1,0,304,1210,15843,Monday,12,9207.0,3486.0,58.0,16.0,290.0,2786.0,0.0,69,0
900699394747708,Sau này khi trưởng thành tôi nhận ra ai cũng có một phần vụn vỡ bên trong nhưng không vì thế mà họ ngừng vui vẻ và ngừng tiến về phía trước.,Sau này khi trưởng thành tôi nhận ra ai cũng có một phần vụn vỡ bên trong nhưng không vì thế mà họ ngừng vui vẻ và ngừng tiến về phía trước.,2023-09-15 12:27:57,1,0,143,1000,10912,Friday,12,7321.0,3292.0,17.0,4.0,144.0,134.0,0.0,140,0
900144174803230,Thỉnh thoảng cho phép bản thân được “ngắt kết nối” một chút nha mọi người ơi.,Thỉnh thoảng cho phép bản thân được “ngắt kết nối” một chút nha mọi người ơi.,2023-09-14 12:36:26,1,0,287,900,12420,Thursday,12,8649.0,3462.0,147.0,2.0,110.0,50.0,0.0,77,0
898972871587027,Đôi khi tôi thấy cuộc sống là một dải băng chuyền và chúng ta được đặt trên đó. Nó cứ trôi đi và không cho chúng ta ngơi nghỉ dù chỉ là một phút.,Đôi khi tôi thấy cuộc sống là một dải băng chuyền và chúng ta được đặt trên đó. Nó cứ trôi đi và không cho chúng ta ngơi nghỉ dù chỉ là một phút.,2023-09-12 11:23:33,1,0,46,231,2774,Tuesday,11,2086.0,283.0,4.0,1.0,16.0,383.0,1.0,145,0
897900791694235,Huhu hướng ngoại nửa mùa nó khổ thế đấy.,Huhu hướng ngoại nửa mùa nó khổ thế đấy.,2023-09-10 13:40:16,1,0,627,889,17061,Sunday,13,10530.0,1542.0,4727.0,7.0,113.0,142.0,0.0,40,0
896143161869998,"Sự tiêu cực bên trong bạn ngày hôm nay, hy vọng một ngày nào đó bạn có thể chuyển hoá, biến nó thành một cái ô che chắn bạn khỏi những bão giông của cuộc đời.","Sự tiêu cực bên trong bạn ngày hôm nay, hy vọng một ngày nào đó bạn có thể chuyển hoá, biến nó thành một cái ô che chắn bạn khỏi những bão giông của cuộc đời.",2023-09-07 13:43:07,1,0,177,1111,7075,Thursday,13,4630.0,2274.0,29.0,3.0,104.0,35.0,0.0,158,0
895556598595321,Nhưng mà phiên bản nào cũng chê thì sao? 😬,Nhưng mà phiên bản nào cũng chê thì sao? 😬,2023-09-06 14:04:02,1,0,904,478,15577,Wednesday,14,7699.0,94.0,6531.0,20.0,32.0,1199.0,2.0,42,1
893776378773343,"Mức độ hạnh phúc của một người không quá phụ thuộc vào điều kiện bên ngoài, mà xuất phát nhiều từ sự hài lòng ở sâu bên trong.","Mức độ hạnh phúc của một người không quá phụ thuộc vào điều kiện bên ngoài, mà xuất phát nhiều từ sự hài lòng ở sâu bên trong.",2023-09-03 11:37:56,1,0,127,1221,10344,Sunday,11,7030.0,3146.0,20.0,4.0,131.0,13.0,0.0,126,0
893114845506163,Vòng lặp bất tận của sự khổ đau.,Vòng lặp bất tận của sự khổ đau.,2023-09-02 08:22:52,1,0,428,868,31255,Saturday,8,22354.0,514.0,451.0,30.0,98.0,7804.0,4.0,32,0
891660072318307,"“Hãy có một đam mê, nhưng đừng để nó điều khiển bạn.” (Rudyard Kipling).

Ý nghĩa cuộc sống không bao giờ chỉ nằm ở một điều duy nhất.","“Hãy có một đam mê, nhưng đừng để nó điều khiển bạn.” (Rudyard Kipling).

Ý nghĩa cuộc sống không bao giờ chỉ nằm ở một điều duy nhất.",2023-08-30 12:33:02,1,0,22,97,2056,Wednesday,12,1433.0,593.0,10.0,2.0,10.0,8.0,0.0,134,0
890615962422718,"Khi bạn còn trẻ, họ mặc định bạn không biết gì cả. Nhưng người ta đâu hay giới trẻ bây giờ biết hơi bị nhiều thứ hay ho…

#VIB #MyVIB2.0 #LuckyStar","Khi bạn còn trẻ, họ mặc định bạn không biết gì cả. Nhưng người ta đâu hay giới trẻ bây giờ biết hơi bị nhiều thứ hay ho…

#VIB #MyVIB2.0 #LuckyStar",2023-08-28 12:46:14,1,0,2558,3174,6015,Monday,12,5190.0,58.0,753.0,3.0,6.0,5.0,0.0,147,0
889987015818946,Đôi khi chỉ một lời nói tốt đẹp của bạn cũng có thể thắp sáng một ngày tối tăm của ai đó. Nên đừng tiết kiệm những lời khen nhé!,Đôi khi chỉ một lời nói tốt đẹp của bạn cũng có thể thắp sáng một ngày tối tăm của ai đó. Nên đừng tiết kiệm những lời khen nhé!,2023-08-27 11:41:03,1,0,98,379,5429,Sunday,11,3519.0,1778.0,16.0,5.0,96.0,15.0,0.0,128,0
888797792604535,"Là một sinh vật xã hội, chúng ta luôn khao khát một danh tính, một diện mạo nhất định trong khi không ai thực sự hiểu bản thể của mình như thế nào.","Là một sinh vật xã hội, chúng ta luôn khao khát một danh tính, một diện mạo nhất định trong khi không ai thực sự hiểu bản thể của mình như thế nào.",2023-08-25 11:50:29,1,0,62,142,2558,Friday,11,1859.0,377.0,24.0,4.0,12.0,281.0,1.0,147,0
887645432719771,Hợp lý!,Hợp lý!,2023-08-23 13:01:50,1,0,89,53,1575,Wednesday,13,939.0,123.0,461.0,5.0,14.0,33.0,0.0,7,0
886134539537527,Có biết vì sao bạn hay yêu nhầm người không? Vì thần Cupid có cung tên tình iu nhưng đôi mắt lại mù loà đó ahihi,Có biết vì sao bạn hay yêu nhầm người không? Vì thần Cupid có cung tên tình iu nhưng đôi mắt lại mù loà đó ahihi,2023-08-21 01:33:54,1,0,747,239,14899,Monday,1,6697.0,79.0,5890.0,26.0,20.0,2169.0,18.0,112,0
885242776293370,"Có lẽ dù lớn bao nhiêu đi chăng nữa thì ta vẫn là những đứa trẻ, phải đợi mẹ nhắc ăn uống đúng giờ.","Có lẽ dù lớn bao nhiêu đi chăng nữa thì ta vẫn là những đứa trẻ, phải đợi mẹ nhắc ăn uống đúng giờ.",2023-08-19 12:50:39,1,0,172,48,22052,Saturday,12,19912.0,1456.0,282.0,2.0,391.0,9.0,0.0,99,0
884575183026796,"Tình yêu là một thứ kỳ lạ. Càng tìm kiếm thì càng không thấy, càng đuổi theo thì càng chạy xa. Nhưng khi người ta chẳng mong chờ thì lại đến 😬","Tình yêu là một thứ kỳ lạ. Càng tìm kiếm thì càng không thấy, càng đuổi theo thì càng chạy xa. Nhưng khi người ta chẳng mong chờ thì lại đến 😬",2023-08-18 09:31:13,1,0,102,133,3644,Friday,9,2514.0,999.0,61.0,9.0,42.0,19.0,0.0,142,1
884050813079233,Đôi khi hành động tổn thương người khác của chúng ta được “điều khiển” bởi những thứ ở sâu bên trong mà đến chính ta cũng không tự ý thức được.,Đôi khi hành động tổn thương người khác của chúng ta được “điều khiển” bởi những thứ ở sâu bên trong mà đến chính ta cũng không tự ý thức được.,2023-08-17 09:52:38,1,0,59,68,899,Thursday,9,675.0,168.0,8.0,2.0,10.0,36.0,0.0,143,0
882711569879824,Đâu là giới hạn cho việc chấp nhận khuyết điểm của bản thân?,Đâu là giới hạn cho việc chấp nhận khuyết điểm của bản thân?,2023-08-15 10:58:11,1,0,292,380,12139,Tuesday,10,7719.0,675.0,3430.0,10.0,37.0,264.0,4.0,60,0
881515903332724,"Việc gì cũng phải luyện tập mới giỏi được, skill tổn thương người khác cũng thế 🙄","Việc gì cũng phải luyện tập mới giỏi được, skill tổn thương người khác cũng thế 🙄",2023-08-13 13:40:16,1,0,874,232,14004,Sunday,13,7767.0,105.0,4204.0,34.0,20.0,1863.0,11.0,81,1
878967696920878,"“Cái gì cũng có mục đích, kể cả máy móc. Cỗ máy hỏng sẽ không thể làm được việc nó cần làm. Con người cũng thế. Nếu không có mục đích, ta sẽ bị hỏng.”

HUGO","“Cái gì cũng có mục đích, kể cả máy móc. Cỗ máy hỏng sẽ không thể làm được việc nó cần làm. Con người cũng thế. Nếu không có mục đích, ta sẽ bị hỏng.”

HUGO",2023-08-09 12:02:45,1,0,71,153,2919,Wednesday,12,2272.0,572.0,11.0,1.0,13.0,50.0,0.0,156,0
877118430439138,Có những thứ chỉ người trong cuộc mới biết. Nhưng có những khi người trong cuộc lại là người duy nhất không biết 😬,Có những thứ chỉ người trong cuộc mới biết. Nhưng có những khi người trong cuộc lại là người duy nhất không biết 😬,2023-08-06 10:30:27,1,0,806,613,16627,Sunday,10,11071.0,1009.0,307.0,31.0,57.0,4146.0,6.0,114,1
874566430694338,"“Và kỳ lạ thay Tạo Hoá lại bắt chúng ta khóc than cái kết quả của những việc ta theo đuổi một cách kiên trì nhất”

- Antony and Cleopatra/William Shakespeare -","“Và kỳ lạ thay Tạo Hoá lại bắt chúng ta khóc than cái kết quả của những việc ta theo đuổi một cách kiên trì nhất”

- Antony and Cleopatra/William Shakespeare -",2023-08-02 03:37:46,0,0,90,316,4416,Wednesday,3,3307.0,452.0,19.0,2.0,23.0,613.0,0.0,159,0
